window_end,window_start,observations,pc1_explained_variance_ratio,pc2_explained_variance_ratio,pc3_explained_variance_ratio,pc1_pc3_cumulative_explained_variance_ratio,pc1_abs_cosine_similarity_to_previous_window
2019-01-14,2016-01-13,756,0.39833712037213526,0.14263044613900214,0.0868717580139496,0.6278393245250871,0.9997798132424262
2019-02-13,2016-02-12,756,0.39040228046798037,0.14567720754644312,0.08732011148056645,0.6233995994949899,0.9997205560754621
2019-03-15,2016-03-15,756,0.3852733649788628,0.14848540497188598,0.08718060023962852,0.6209393701903773,0.9997272154338646
2019-04-15,2016-04-14,756,0.38640292778929625,0.14861413517456404,0.08552973322666534,0.6205467961905257,0.9999255479391325
2019-05-15,2016-05-13,756,0.38872609618164944,0.14945548947014028,0.08269864875534988,0.6208802344071396,0.9999614147781446
2019-06-14,2016-06-14,756,0.3905660828121769,0.14743861906902941,0.0825459432867539,0.6205506451679602,0.9999085361517137
2019-07-16,2016-07-14,756,0.37941694063004944,0.1522252857919724,0.08303378139472832,0.6146760078167501,0.9988865639210983
2019-08-14,2016-08-12,756,0.39062782539255525,0.15021030622962958,0.08094242041618546,0.6217805520383703,0.9997838733899611
2019-09-13,2016-09-13,756,0.39531577187591893,0.14868879352279768,0.0801040940321583,0.624108659430875,0.9992500977911649
2019-10-14,2016-10-12,756,0.3961275521894074,0.14657271596573393,0.08105079521078329,0.6237510633659246,0.9997323799825342
2019-11-12,2016-11-10,756,0.3968322816560294,0.14699677041554474,0.08135687051177201,0.6251859225833462,0.99995956735171
2019-12-12,2016-12-12,756,0.4075821731719387,0.1419258180548075,0.07889135723704724,0.6283993484637934,0.9998216718528122
2020-01-14,2017-01-12,756,0.41013321863572755,0.13997824568248737,0.07995718161695245,0.6300686459351673,0.9999654361562067
2020-02-13,2017-02-13,756,0.41544578640685437,0.1363901276529627,0.0805879951508772,0.6324239092106942,0.9999049258921142
2020-03-16,2017-03-15,756,0.5097824752298534,0.12104013273808009,0.06846974671785915,0.6992923546857926,0.9835622515184452
2020-04-15,2017-04-13,756,0.5128431907543194,0.11681272415703414,0.06916399427789846,0.698819909189252,0.9975307516896047
2020-05-14,2017-05-15,756,0.5101430145534308,0.11574988941864223,0.06668002839017795,0.692572932362251,0.9999334192799529
2020-06-15,2017-06-14,756,0.5113784437737763,0.11450753778027087,0.06590258283367827,0.6917885643877254,0.9999531591781865
2020-07-15,2017-07-14,756,0.5115924619745548,0.11348700768496298,0.06463980942836255,0.6897192790878803,0.9999645804325703
2020-08-13,2017-08-14,756,0.5076760412734368,0.11180756286324403,0.06476197287027599,0.6842455770069568,0.9999786096419396
2020-09-14,2017-09-13,756,0.5064737744741601,0.11134238189078999,0.06447472002148247,0.6822908763864325,0.9999760996763093
2020-10-13,2017-10-12,756,0.5064234060038328,0.11072332213863752,0.0650280133361949,0.6821747414786653,0.9999804689195151
