date,window_start,window_end,observations,n_assets,n_components,pc1_explained_variance_ratio,pc2_explained_variance_ratio,pc3_explained_variance_ratio,pc4_explained_variance_ratio,pc5_explained_variance_ratio,pc1_pc5_cumulative_explained_variance_ratio,reconstruction_rmse,reconstruction_mae
2013-01-04,2008-01-18,2013-01-04,260,29,5,0.4889985322966183,0.10227880548431018,0.09260067035521712,0.04207508906063485,0.03551788967060509,0.7614709868673856,0.4035643933017195,0.3115548784776162
2013-01-11,2008-01-25,2013-01-11,260,29,5,0.48743623269697617,0.10251213590610574,0.09302030516159239,0.042244578869273644,0.035733848702987465,0.7609471013369354,0.31745285810893475,0.24025125192736427
2013-01-18,2008-02-01,2013-01-18,260,29,5,0.48904703919872416,0.10247350880558224,0.0933730004562541,0.04200861774826094,0.03597337536525402,0.7628755415740754,0.2320688801652152,0.18081638427849067
2013-01-25,2008-02-08,2013-01-25,260,29,5,0.48957872557072546,0.10248151179154172,0.09327367492557229,0.04227434569058883,0.03571261796039492,0.7633208759388233,0.5706100400990403,0.37005481678416396
2013-02-01,2008-02-15,2013-02-01,260,29,5,0.4902500196893084,0.10117237007017271,0.09363394609596512,0.042508368524553385,0.035859720302748824,0.7634244246827485,0.3091579768359348,0.22284365798959424
2013-02-08,2008-02-22,2013-02-08,260,29,5,0.4909029863287091,0.10163401890123691,0.09358736576032872,0.04206735040183412,0.03598276202914147,0.7641744834212503,0.3616135021169322,0.28133002091148046
2013-02-15,2008-02-29,2013-02-15,260,29,5,0.4911637717113458,0.10130932707234816,0.09367944422242229,0.042044828549538824,0.03573668020696677,0.7639340517626217,0.373808345383389,0.2422656242361047
2013-02-22,2008-03-07,2013-02-22,260,29,5,0.49180851934627556,0.10140644825079301,0.09262580789001175,0.042089301417674925,0.03579724569501119,0.7637273225997665,0.21115999786817094,0.16266475340841763
2013-03-01,2008-03-14,2013-03-01,260,29,5,0.49229748958168623,0.10149654898392664,0.09276604120335251,0.04195631592584167,0.03585716664191089,0.7643735623367179,0.25172884230626635,0.18894487271782337
2013-03-08,2008-03-21,2013-03-08,260,29,5,0.4932053242431793,0.1015628250326625,0.09227610933240096,0.04195097803446424,0.035872373902474435,0.7648676105451814,0.274553914477709,0.19926922578389014
2013-03-15,2008-03-28,2013-03-15,260,29,5,0.49582314435225405,0.09794100166283927,0.09215112770774035,0.04192144115224473,0.03621496267761908,0.7640516775526974,0.32084415825776347,0.24969036922775517
2013-03-22,2008-04-04,2013-03-22,260,29,5,0.49650199252109334,0.09705818777470268,0.09229996702813431,0.04206936962495115,0.03623271922283769,0.7641622361717191,0.3127530704459879,0.21989338729024827
2013-03-29,2008-04-11,2013-03-29,260,29,5,0.49563155210930243,0.0972621284276302,0.09223905967539296,0.042399266196360565,0.036326812296073006,0.7638588187047591,0.3360244980281279,0.2639991927426185
2013-04-05,2008-04-18,2013-04-05,260,29,5,0.49570093309366364,0.09773058558748696,0.09185668554335277,0.042232092147651036,0.036334969526032136,0.7638552658981865,0.37341877377663446,0.27890971780147916
2013-04-12,2008-04-25,2013-04-12,260,29,5,0.49482479247876465,0.09792462856713638,0.09152808405753951,0.04226919959198621,0.036457309597896795,0.7630040142933235,0.3848640602128057,0.2740031627142255
2013-04-19,2008-05-02,2013-04-19,260,29,5,0.49480607766643664,0.09837556272469003,0.09091408116426788,0.042429120243952186,0.036362819798104594,0.7628876615974514,0.5167141903728466,0.41236973483569855
2013-04-26,2008-05-09,2013-04-26,260,29,5,0.49538702079760316,0.09826378724230936,0.0906669182460055,0.042260788081861594,0.03617603758608494,0.7627545519538645,0.42939815181931296,0.28661280033255615
2013-05-03,2008-05-16,2013-05-03,260,29,5,0.49652565655464814,0.0983586199378761,0.08999534992015135,0.04235135590899009,0.035833241189127084,0.7630642235107928,0.31339410256610784,0.2401602853059269
2013-05-10,2008-05-23,2013-05-10,260,29,5,0.4961467453123695,0.09840956890662174,0.09032075753327116,0.042406680194541,0.03585248265378581,0.7631362346005892,0.2980770360040274,0.22945232098388396
2013-05-17,2008-05-30,2013-05-17,260,29,5,0.49609089888384983,0.09804402504763614,0.09041890129211845,0.0422784536566378,0.035868398306408394,0.7627006771866507,0.47883582734456837,0.336318146991823
2013-05-24,2008-06-06,2013-05-24,260,29,5,0.49654644826767547,0.09859186852315262,0.0889579463884913,0.042317946615604236,0.03603077079014071,0.7624449805850644,0.3251006151366779,0.2501846022446537
2013-05-31,2008-06-13,2013-05-31,260,29,5,0.4965517172146456,0.09936283223305768,0.0882265810763959,0.042408553923760625,0.035970269192824846,0.7625199536406847,0.3972809390993361,0.27464973896582556
2013-06-07,2008-06-20,2013-06-07,260,29,5,0.49826248623403846,0.10009261529174003,0.08698434772602705,0.041226152003750176,0.0357461824476731,0.7623117837032288,0.32541416548483276,0.23825101860917844
2013-06-14,2008-06-27,2013-06-14,260,29,5,0.4981944423206128,0.10025457022246709,0.08628614206698298,0.041231371813860565,0.03576999475502761,0.7617365211789511,0.31527012425701983,0.24107856886701054
2013-06-21,2008-07-04,2013-06-21,260,29,5,0.49815937511177155,0.10079731940690778,0.08653577328869283,0.04135018408525231,0.03564356421199237,0.7624862161046168,0.3971658308393514,0.29941825541139067
2013-06-28,2008-07-11,2013-06-28,260,29,5,0.49934336425114495,0.10121573372509769,0.0862931985095287,0.041188929409821176,0.03546223575517842,0.7635034616507709,0.4683490033393744,0.3692463984407369
2013-07-05,2008-07-18,2013-07-05,260,29,5,0.49962102483492155,0.10139063298408042,0.08639543027436161,0.04127925724199941,0.035330501129619794,0.7640168464649828,0.4417424388970296,0.34170619923953816
2013-07-12,2008-07-25,2013-07-12,260,29,5,0.5029812373810341,0.10217626514982363,0.08553297401072367,0.040387026584486264,0.03325031570244105,0.7643278188285086,0.3060004101783195,0.22947006649120835
2013-07-19,2008-08-01,2013-07-19,260,29,5,0.5025513894030038,0.10222121013343083,0.08537663519954868,0.04035037877615788,0.03332668943930265,0.7638263029514437,0.6354943821038549,0.34385806510050154
2013-07-26,2008-08-08,2013-07-26,260,29,5,0.5026783711187339,0.10224236014342618,0.08540990399393686,0.04018469980521739,0.0333885977313032,0.7639039327926176,0.36348466124634027,0.2943264382422471
2013-08-02,2008-08-15,2013-08-02,260,29,5,0.5053955779922777,0.10191822023970425,0.08296200749770836,0.04029900539148566,0.033485252281409375,0.7640600634025854,0.29180533508036277,0.18725314053037187
2013-08-09,2008-08-22,2013-08-09,260,29,5,0.5066228890491813,0.1017995042963827,0.08274235021698623,0.040368979599763134,0.03219189538015248,0.7637256185424659,0.32517722437402086,0.22347724612102665
2013-08-16,2008-08-29,2013-08-16,260,29,5,0.5055480729913973,0.10415615784069207,0.08241644650633868,0.040022619528258176,0.03203097235561725,0.7641742692223035,0.5256135707647167,0.4235973659914717
2013-08-23,2008-09-05,2013-08-23,260,29,5,0.5054745713966067,0.1042077306190326,0.0822903644056694,0.039942032310841834,0.03194057458266677,0.7638552733148172,0.5022145557755112,0.32216815729052606
2013-08-30,2008-09-12,2013-08-30,260,29,5,0.5052901858557471,0.10407628231746974,0.08226850206922771,0.03983952582451887,0.03183337437040671,0.7633078704373703,0.31230447831465147,0.27329450943748806
2013-09-06,2008-09-19,2013-09-06,260,29,5,0.5061701950804819,0.10394945555461912,0.08156095341299423,0.03963265188187325,0.031873364636905425,0.7631866205668738,0.48255449504798364,0.3302559143646655
2013-09-13,2008-09-26,2013-09-13,260,29,5,0.508663191371944,0.1035816241952228,0.08103681526272632,0.03923671106305703,0.03140967522527976,0.7639280171182299,0.4934846427761807,0.37555808489010917
2013-09-20,2008-10-03,2013-09-20,260,29,5,0.509873581686142,0.10461541806173381,0.08100570824274565,0.03890720619872052,0.03150299567268562,0.7659049098620277,0.26386194187263184,0.20277255397054866
2013-09-27,2008-10-10,2013-09-27,260,29,5,0.5023185590648175,0.1054934871706708,0.08282057674160957,0.04030095794434045,0.032457318844817014,0.7633908997662553,0.30415317647789636,0.22455623053997523
2013-10-04,2008-10-17,2013-10-04,260,29,5,0.4876569076568233,0.09329265997426375,0.08492543760290046,0.04265787712115458,0.03424623167727926,0.7427791140324214,0.31851665595441314,0.239850469736145
2013-10-11,2008-10-24,2013-10-11,260,29,5,0.4915538673820663,0.09824096446000599,0.07982992510554716,0.043898187715243495,0.03425103537304196,0.7477739800359049,0.3120038688673572,0.23020898671047024
2013-10-18,2008-10-31,2013-10-18,260,29,5,0.4876858211521175,0.09998640397523541,0.08072479828470404,0.044423161979522965,0.03464642585768563,0.7474666112492656,0.7002118698111319,0.3754325825782826
2013-10-25,2008-11-07,2013-10-25,260,29,5,0.4838581130259502,0.10087414993580542,0.08139964184695891,0.04523702780818943,0.034914754523326194,0.7462836871402301,0.4105232274039074,0.3216780040284075
2013-11-01,2008-11-14,2013-11-01,260,29,5,0.4836710270267053,0.1008250224340431,0.0818608879908522,0.045615672816609776,0.034945879577069426,0.7469184898452799,0.3413177630052125,0.23427548021018854
2013-11-08,2008-11-21,2013-11-08,260,29,5,0.48083350107902634,0.10162809514529315,0.08230528323835182,0.04569866762667529,0.035295251457399264,0.7457607985467459,0.4346590683503609,0.3120392368553318
2013-11-15,2008-11-28,2013-11-15,260,29,5,0.47834876529655446,0.10318449319984735,0.08361800477260084,0.04439474750234674,0.03525337486795066,0.7447993856393,0.28504600844739647,0.20737456292356704
2013-11-22,2008-12-05,2013-11-22,260,29,5,0.47833566579891146,0.10163729106493251,0.08342708541553076,0.04271601066063521,0.03716410739371082,0.7432801603337208,0.4433491473446197,0.3427485622506937
2013-11-29,2008-12-12,2013-11-29,260,29,5,0.4792580610022476,0.1029046211560593,0.08175607632652561,0.042402803636467395,0.03731233415609626,0.7436338962773962,0.3668901823190364,0.24917623462830665
2013-12-06,2008-12-19,2013-12-06,260,29,5,0.4832092142986669,0.10206639802275025,0.07815192198711055,0.04208860067100395,0.03710721453130107,0.7426233495108326,0.3183071033150854,0.249065725714999
2013-12-13,2008-12-26,2013-12-13,260,29,5,0.48887475009501064,0.09961150250255463,0.07804831816402141,0.0423559848614644,0.036866726976275105,0.7457572825993262,0.3158775667401896,0.23371365865749114
2013-12-20,2009-01-02,2013-12-20,260,29,5,0.49033060820472235,0.10008554498669521,0.07856840114777285,0.04254185264469964,0.03673804721246936,0.7482644541963595,0.4724217978480308,0.4081225334042563
2013-12-27,2009-01-09,2013-12-27,260,29,5,0.4855967902108488,0.10105104463067702,0.08014405634817663,0.04283567057803847,0.037188344087799856,0.7468159058555408,0.20215387257621129,0.15715106032672832
2014-01-03,2009-01-16,2014-01-03,260,29,5,0.4855417513242508,0.10117098108156627,0.08084372962496926,0.04328484981962408,0.037786510460989284,0.7486278223113997,0.4196494463486513,0.3340473684736391
2014-01-10,2009-01-23,2014-01-10,260,29,5,0.484276278078326,0.10183341703381191,0.08134427142746774,0.04306394069835208,0.03774429331522763,0.7482622005531854,0.4183518731216379,0.32398375435245086
2014-01-17,2009-01-30,2014-01-17,260,29,5,0.4883065492263034,0.10185070456391211,0.0784724114795481,0.04373690138823516,0.038301746493507906,0.7506683131515067,0.2701387766256488,0.21108013134831408
2014-01-24,2009-02-06,2014-01-24,260,29,5,0.4898918783773862,0.10211541382304706,0.07913317867595208,0.043757679758139684,0.03829981997194935,0.7531979706064743,0.44965248145351955,0.3250385195426143
2014-01-31,2009-02-13,2014-01-31,260,29,5,0.48763588125275487,0.10212461959609939,0.07929566475177488,0.044171278533979424,0.0372318799351772,0.7504593240697857,0.6723061946906884,0.4742580230713745
2014-02-07,2009-02-20,2014-02-07,260,29,5,0.48506881806935154,0.1025336100170645,0.07977196734499536,0.04465792897341857,0.03772010184796996,0.7497524262527999,0.396882763757287,0.30476505311908564
2014-02-14,2009-02-27,2014-02-14,260,29,5,0.4851960163791471,0.10332568384315712,0.07988116905814761,0.043116355126002835,0.03777155103869927,0.7492907754451539,0.45027858412336413,0.3631222665286011
2014-02-21,2009-03-06,2014-02-21,260,29,5,0.4903218483308448,0.10116218108468711,0.07916227242557508,0.04344767163960325,0.03765198452369095,0.7517459580044012,0.42921239943423956,0.3056724768784463
2014-02-28,2009-03-13,2014-02-28,260,29,5,0.48990153473534737,0.10146575502769022,0.07735112522906622,0.04407660705546835,0.038501363885563814,0.7512963859331359,0.27326927186180633,0.20962671468706573
2014-03-07,2009-03-20,2014-03-07,260,29,5,0.490554457801404,0.10185576766966946,0.07534674857692293,0.043670645861110455,0.03475815370878952,0.7461857736178964,0.37811672473648245,0.30963035519597415
2014-03-14,2009-03-27,2014-03-14,260,29,5,0.49355400614787814,0.09946094858127107,0.07626174466323353,0.04375979024401881,0.03487746421103434,0.7479139538474359,0.4075659234395174,0.30584117222090357
2014-03-21,2009-04-03,2014-03-21,260,29,5,0.4927081142254463,0.10006094715730056,0.07508667910585662,0.04406717451814993,0.03548959936741165,0.7474125143741651,0.5392471217268985,0.4025426985465729
2014-03-28,2009-04-10,2014-03-28,260,29,5,0.4918339403030985,0.1001435511036154,0.07522205750437108,0.04395059351623166,0.0351716755804214,0.7463218180077381,0.6910912373024376,0.561015384674729
2014-04-04,2009-04-17,2014-04-04,260,29,5,0.4937592461222067,0.09995384984928517,0.07556434889928514,0.04399419729604306,0.03339701346971283,0.7466686556365327,0.24614913498063223,0.19562046743114017
2014-04-11,2009-04-24,2014-04-11,260,29,5,0.49518651441025674,0.10020735478632958,0.07529016350199666,0.04397472378080682,0.03282699214259319,0.747485748621983,0.5459064137500141,0.4162312579197486
2014-04-18,2009-05-01,2014-04-18,260,29,5,0.4968050844307313,0.10072001322674107,0.07416685304903418,0.04375674719264717,0.03302202987259217,0.748470727771746,0.3249174397607908,0.25124714110410545
2014-04-25,2009-05-08,2014-04-25,260,29,5,0.4969101723207804,0.10105302714661245,0.07407170606358371,0.04361284973795481,0.03310881304522616,0.7487565683141575,0.5334365588488751,0.35326441540176223
2014-05-02,2009-05-15,2014-05-02,260,29,5,0.49938359736176446,0.10049306535279244,0.07503989904037037,0.03989108997146667,0.032628881420315115,0.747436533146709,0.3546165337600459,0.2784716194150524
2014-05-09,2009-05-22,2014-05-09,260,29,5,0.4978265725026157,0.1011175428589929,0.07552847375434905,0.0401884535864152,0.032708263276807856,0.7473693059791807,0.29081835345619245,0.21074707571874876
2014-05-16,2009-05-29,2014-05-16,260,29,5,0.49830413642207927,0.10222418477051555,0.0748817606835175,0.0402960268141973,0.03295079580238636,0.748656904492696,0.40878121343231527,0.29128202341055337
2014-05-23,2009-06-05,2014-05-23,260,29,5,0.49676365417246754,0.10211732479374779,0.07515966662928426,0.040383714674989905,0.033125496568459,0.7475498568389485,0.3469039326139883,0.2594283257909629
2014-05-30,2009-06-12,2014-05-30,260,29,5,0.4970260045407224,0.10088724012197672,0.07623335685425534,0.04095436038885526,0.03290077195941336,0.7480017338652231,0.28384043887820576,0.22716959315803395
2014-06-06,2009-06-19,2014-06-06,260,29,5,0.4981223608940732,0.10100813795132507,0.07643875358414083,0.04122686084222132,0.032120359901907806,0.7489164731736682,0.2255608707431392,0.17706969589053748
2014-06-13,2009-06-26,2014-06-13,260,29,5,0.4978749161927059,0.10118524548328274,0.07734622864676703,0.04104360160295878,0.03219251874139934,0.7496425106671138,0.3360749920863737,0.25680139109050176
2014-06-20,2009-07-03,2014-06-20,260,29,5,0.49867180562112695,0.10059999590305467,0.07698208980460247,0.041142860729431005,0.032218964446881646,0.7496157165050967,0.37079923214134863,0.2891700459663322
2014-06-27,2009-07-10,2014-06-27,260,29,5,0.49775448809637296,0.10077050602826544,0.07721509579087779,0.0413971455408606,0.0322941306284902,0.749431366084867,0.31651463155620296,0.2274801096208782
2014-07-04,2009-07-17,2014-07-04,260,29,5,0.49648341626436665,0.10163424519248244,0.0769254586306953,0.041429321327122924,0.03258518787065695,0.7490576292853244,0.45183463905566384,0.30143452356627815
2014-07-11,2009-07-24,2014-07-11,260,29,5,0.48873671643455896,0.10301250050071223,0.07785332960046551,0.04225323259387248,0.03302045508562279,0.744876234215232,0.3126036920096252,0.2381934974362481
2014-07-18,2009-07-31,2014-07-18,260,29,5,0.4867317061633442,0.10271862579830902,0.07837111411537392,0.04253244130708439,0.03320379612779898,0.7435576835119105,0.5889209760258844,0.4221919262084082
2014-07-25,2009-08-07,2014-07-25,260,29,5,0.48784044234841634,0.10268674881399177,0.07853885755642316,0.0424082104169363,0.0331009812284282,0.7445752403641959,0.40834827966438714,0.3037636159182698
2014-08-01,2009-08-14,2014-08-01,260,29,5,0.4906705290745673,0.10168979790705644,0.0777635460115413,0.04238865389140672,0.03307914259032912,0.7455916694749009,0.4601770026886673,0.3656021429649734
