date,dominant_regime,macro_context
2024-08-30,0.0,regime_0
2024-09-06,4.0,regime_4
2024-09-13,4.0,regime_4
2024-09-20,4.0,regime_4
2024-09-27,4.0,regime_4
2024-10-04,2.0,regime_2
2024-10-11,2.0,regime_2
2024-10-18,2.0,regime_2
2024-10-25,2.0,regime_2
2024-11-01,6.0,regime_6
2024-11-08,6.0,regime_6
2024-11-15,6.0,regime_6
2024-11-22,6.0,regime_6
2024-11-29,6.0,regime_6
2024-12-06,6.0,regime_6
2024-12-13,6.0,regime_6
2024-12-20,6.0,regime_6
2024-12-27,6.0,regime_6
2025-01-03,6.0,regime_6
2025-01-10,6.0,regime_6
2025-01-17,6.0,regime_6
2025-01-24,6.0,regime_6
2025-01-31,0.0,regime_0
2025-02-07,0.0,regime_0
2025-02-14,0.0,regime_0
2025-02-21,0.0,regime_0
2025-02-28,0.0,regime_0
2025-03-07,0.0,regime_0
2025-03-14,0.0,regime_0
2025-03-21,0.0,regime_0
2025-03-28,0.0,regime_0
2025-04-04,0.0,regime_0
2025-04-11,0.0,regime_0
2025-04-18,0.0,regime_0
2025-04-25,0.0,regime_0
2025-05-02,0.0,regime_0
2025-05-09,0.0,regime_0
2025-05-16,0.0,regime_0
2025-05-23,0.0,regime_0
2025-05-30,0.0,regime_0
2025-06-06,5.0,regime_5
2025-06-13,5.0,regime_5
2025-06-20,5.0,regime_5
2025-06-27,5.0,regime_5
2025-07-04,0.0,regime_0
2025-07-11,0.0,regime_0
2025-07-18,0.0,regime_0
2025-07-25,0.0,regime_0
2025-08-01,1.0,regime_1
2025-08-08,1.0,regime_1
2025-08-15,1.0,regime_1
2025-08-22,1.0,regime_1
2025-08-29,1.0,regime_1
2025-09-05,1.0,regime_1
2025-09-12,1.0,regime_1
2025-09-19,1.0,regime_1
2025-09-26,1.0,regime_1
2025-10-03,1.0,regime_1
2025-10-10,1.0,regime_1
2025-10-17,1.0,regime_1
2025-10-24,1.0,regime_1
2025-10-31,1.0,regime_1
2025-11-07,1.0,regime_1
2025-11-14,1.0,regime_1
2025-11-21,1.0,regime_1
2025-11-28,1.0,regime_1
2025-12-05,1.0,regime_1
2025-12-12,1.0,regime_1
2025-12-19,1.0,regime_1
2025-12-26,1.0,regime_1
2026-01-02,2.0,regime_2
2026-01-09,2.0,regime_2
2026-01-16,2.0,regime_2
2026-01-23,2.0,regime_2
2026-01-30,2.0,regime_2
2026-02-06,2.0,regime_2
2026-02-13,2.0,regime_2
2026-02-20,2.0,regime_2
2026-02-27,2.0,regime_2
2026-03-06,0.0,regime_0
2026-03-13,0.0,regime_0
2026-03-20,0.0,regime_0
2026-03-27,0.0,regime_0
2026-04-03,1.0,regime_1
2026-04-10,1.0,regime_1
2026-04-17,1.0,regime_1
2026-04-24,1.0,regime_1
2026-05-01,4.0,regime_4
