seed,sharpe,hit_rate,long_frac
0,0.803403436317048,0.45443499392466585,0.11907655
1,-0.15884163129754977,0.43377885783718106,0.08140948
2,0.839635230646524,0.48724179829890646,0.43377885
3,1.2913796036113987,0.5091130012150669,0.4872418
4,1.321154567339169,0.5674362089914945,0.9951397
