strategy,sharpe,ann_ret,max_dd,hit_rate,seed_sharpe_mean,seed_sharpe_std
DQN_ensemble,1.20255264723233,0.08688032627105713,-0.09521227329969406,0.49040097205346295,0.8193462413233179,0.5351905121419073
BuyAndHold_SPY,1.3309662440178638,0.2104895057976186,-0.18755312160114823,,1.3309662440178638,0.0
