Family,Strategy,Ann Ret,Ann Vol,Sharpe,Hit%,Max DD,Calmar,Turnover,Net 10bps,NetStrat
Black-Litterman,BL-Mom(LW),0.1257383731614283,0.1207106969642719,1.0417671699224682,67.85714285714286,-0.2134108214486514,0.589184617293093,5.108366062222915,0.9342187382170404,1.0034748652000849
Black-Litterman,VMP(BL-Mom(LW)),0.14649701007473,0.1180897631544416,1.216983807360183,—,-0.2183853469810316,0.6708188626201846,5.108366062222915,1.1068374266116938,1.177767971169912
Black-Litterman,BL-Rev(LW),0.1208982460495875,0.2034288891991569,0.6633501954760059,63.92857142857142,-0.5142363538852265,0.2351024876715952,9.47065230267813,0.5466015647702122,0.621967578265803
Black-Litterman,VMP(BL-Rev(LW)),0.1395407112603268,0.1801834059483869,0.8155146826032001,—,-0.4585903912726192,0.3042818033607115,9.47065230267813,0.6839448443972737,0.768900626708889
Factor,FF3-Mom,0.1102760732968888,0.1752425450123117,0.6846953397631147,69.28571428571428,-0.4103207717049015,0.2687557659795938,20.254270358749334,0.394013639855407,0.5921804744442122
Factor,VMP(FF3-Mom),0.123693461228548,0.1612689679058734,0.8041425555757685,—,-0.2960920754107756,0.4177533662694118,20.254270358749334,0.4884429756267533,0.7036769631269562
Factor,FF3-LowVol,0.04337757847228,0.0424847591380487,1.020797769978706,69.28571428571428,-0.1068286901240247,0.4060480234468855,0.3865239770652155,0.9979024033090096,1.0131103107095716
Factor,VMP(FF3-LowVol),0.0458990566284902,0.0391785047316191,1.1651431072726357,—,-0.1114701165577953,0.4117610893919931,0.3865239770652155,1.1402114154442913,1.1567705782637203
Factor,FF3-Quality,0.0759220532461928,0.0959099968327273,0.811115277472155,67.5,-0.2314889576599304,0.3279726774601765,3.75395117982142,0.7117254899175343,0.7807686156593149
Factor,VMP(FF3-Quality),0.0858702547623797,0.0836830366102999,1.0265168304576548,—,-0.1741965604961987,0.492950345964228,3.75395117982142,0.9123316985590354,0.9916753787045453
Factor,FF3-Multi,0.0794750941320114,0.0886849441147289,0.9067798368341964,68.21428571428572,-0.1984549433419646,0.400469208746618,7.869816707134983,0.6833675013238133,0.8359928028527371
Factor,VMP(FF3-Multi),0.0879550294883806,0.0847803255249679,1.036927789652787,—,-0.1529169391846327,0.5751817290966258,7.869816707134983,0.8032211588668245,0.962875654987958
Constrained MV,MSR_C(ledoit_wolf),0.1052467192031538,0.1028983654705733,1.0241707467662486,66.78571428571428,-0.1948021073628982,0.5402750546588748,5.381157728246837,0.8911918342867594,0.9793585067993406
Constrained MV,VMP(MSR_C(ledoit_wolf)),0.1227221207557611,0.1019420381009198,1.1867448042407684,—,-0.1838017835785968,0.6676873225404968,5.381157728246837,1.0523038313994988,1.1414441126779746
Constrained MV,MSR_C(sample),0.0682191673934136,0.0800624889782464,0.8643973848403843,66.42857142857143,-0.1868454910279213,0.3651100543990074,5.179354776492576,0.7002847040849642,0.8150466659313587
Constrained MV,VMP(MSR_C(sample)),0.077005670536643,0.0728072686746074,1.0554643614298092,—,-0.1318834681100417,0.583891761720966,5.179354776492576,0.8745676239550495,1.0010718358875743
Constrained MV,MVO_C(ledoit_wolf),0.0297959904163034,0.0402288547860243,0.749986148613366,64.64285714285715,-0.1350931524577674,0.2205588504984972,0.475669141034548,0.7201080847697303,0.7438360106594826
Constrained MV,VMP(MVO_C(ledoit_wolf)),0.0321988982044683,0.0369323801764454,0.8766146960483563,—,-0.1424764070296193,0.2259945971109062,0.475669141034548,0.8441411274743559,0.8699396201491082
Constrained MV,MVO_C(sample),0.0294905551738364,0.0394268233202634,0.7569038899635665,65.0,-0.1405304490557758,0.2098517109422444,0.5146941100128866,0.7237757216075305,0.7502722302565686
Constrained MV,VMP(MVO_C(sample)),0.0298617660685591,0.0353591499231724,0.8498951742235972,—,-0.1469592404254664,0.2031976075958572,0.5146941100128866,0.8129249924242207,0.8424924943823084
Long-Short,TSMOM-LS(12m),0.0366939884384212,0.0585571674708204,0.6447787086748734,62.5,-0.1641673748416083,0.2235157166509133,2.274220621950663,0.5467832970829463,0.6146409218064949
Long-Short,VMP(TSMOM-LS(12m)),0.0447905504132755,0.0544046852955209,0.8326772879244337,—,-0.1429383096077482,0.3133558143802726,2.274220621950663,0.7269419982706304,0.8001548272421944
Long-Short,BL-Mom-LS(LW),0.0418249741153577,0.0465040301526086,0.9043987879307948,60.0,-0.1187489723491265,0.3522133563597567,4.563424661604865,0.6557444708358653,0.8131847437660055
Long-Short,VMP(BL-Mom-LS(LW)),0.0477761968261192,0.0457763530663122,1.0424958455294224,—,-0.1195233529859723,0.3997226954612493,4.563424661604865,0.7894178514497818,0.9496487786538732
Long-Short,FF3-Mom-LS,0.0052765241037333,0.0898578540650415,0.1034398201957272,53.92857142857142,-0.2696741126383592,0.0195662981964061,14.564381488064804,-0.3055500733482184,-0.0463894637150248
Long-Short,VMP(FF3-Mom-LS),-0.007341033320906,0.0899069648813896,-0.0369848399468142,—,-0.3532207323504605,-0.0207831326096181,14.564381488064804,-0.4461445500333688,-0.1868584080985402
